STATION,NAME,CODE,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-01-24,5.14,",,W",0,",,W,2400",0,",,H",49,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-01-25,6.26,",,W",0,",,W,2400",0,",,H",50,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-01-26,5.82,",,W",0,",,W,2400",0,",,H",51,"H,,S",,,,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-01-27,5.59,",,W",0,",,W,2400",0,",,H",54,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-01-28,4.03,",,W",0,",,W,2400",0,",,H",54,"H,,S",,,,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-01-29,3.8,",,W",0,",,W,2400",0,",,H",59,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-01-30,5.82,",,W",0,",,W,2400",0,",,H",63,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-01-31,4.92,",,W",0,",,W,2400",0,",,H",60,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-01,5.59,",,W",0,",,W,2400",0,",,H",56,"H,,S",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-02,6.04,",,W",0,",,W,2400",0,",,H",56,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-03,5.14,",,W",0.33,",,W,2400",0,",,H",57,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-04,8.5,",,W",0,",,W,2400",0,",,H",58,"H,,S",1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-05,4.92,",,W",0,"T,,W,2400",0,",,H",56,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-06,8.5,",,W",0.97,",,W,2400",0,",,H",55,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-07,7.61,",,W",0.39,",,W,2400",0,",,H",59,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-08,4.92,",,W",0.03,",,W,2400",0,",,H",61,"H,,S",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-09,6.71,",,W",0,",,W,2400",0,",,H",59,"H,,S",1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-10,4.47,",,W",0.26,",,W,2400",0,",,H",59,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-11,8.28,",,W",0.03,",,W,2400",0,",,H",59,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-12,4.25,",,W",0,",,W,2400",0,",,H",57,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-13,4.92,",,W",0,",,W,2400",0,",,H",62,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-14,6.04,",,W",0,",,W,2400",0,",,H",59,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-15,5.82,",,W",0,",,W,2400",0,",,H",58,"H,,S",1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-16,5.59,",,W",0,",,W,2400",0,",,H",57,"H,,S",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-17,15.21,",,W",1.58,",,W,2400",0,",,H",58,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-18,8.5,",,W",0.27,",,W,2400",0,",,H",54,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-19,5.82,",,W",0.03,",,W,2400",0,",,H",55,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-20,6.71,",,W",0.07,",,W,2400",0,",,H",56,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-21,5.59,",,W",0.01,",,W,2400",0,",,H",59,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-22,10.51,",,W",0,",,W,2400",0,",,H",58,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-23,12.75,",,W",0,",,W,2400",0,",,H",55,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-24,7.61,",,W",0,",,W,2400",0,",,H",53,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-25,7.83,",,W",0,",,W,2400",0,",,H",52,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-26,8.05,",,W",0.07,",,W,2400",,,52,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-27,6.49,",,W",0,",,W,2400",0,",,H",53,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-02-28,8.28,",,W",0,",,W,2400",0,",,H",55,"H,,S",,,,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-01,6.93,",,W",0,",,W,2400",0,",,H",56,"H,,S",,,,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-02,4.7,",,W",0,",,W,2400",0,",,H",61,"H,,S",,,,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-03,6.04,",,W",0,",,W,2400",0,",,H",64,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-04,5.14,",,W",0,",,W,2400",0,",,H",59,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-05,12.3,",,W",0.02,",,W,2400",0,",,H",57,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-06,10.74,",,W",0,",,W,2400",0,",,H",54,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-07,7.83,",,W",0,",,W,2400",0,",,H",57,"H,,S",,,,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-08,6.04,",,W",0,",,W,2400",0,",,H",62,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-09,5.82,",,W",0,",,W,2400",0,",,H",63,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-10,5.59,",,W",0,",,W,2400",0,",,H",64,"H,,S",,,,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-11,4.25,",,W",0,",,W,2400",0,",,H",62,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-12,6.04,",,W",0,",,W,2400",0,",,H",58,"H,,S",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-13,4.92,",,W",0,",,W,2400",0,",,H",58,"H,,S",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-14,6.04,",,W",0,",,W,2400",0,",,H",58,"H,,S",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-15,6.71,",,W",0,",,W,2400",0,",,H",60,"H,,S",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-16,6.49,",,W",0,",,W,2400",0,",,H",61,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-17,5.82,",,W",0,",,W,2400",0,",,H",59,"H,,S",1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-18,6.71,",,W",0,",,W,2400",0,",,H",58,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-19,6.93,",,W",0,",,W,2400",0,",,H",59,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-20,7.83,",,W",0,",,W,2400",0,",,H",60,"H,,S",,,,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-21,5.59,",,W",0.05,",,W,2400",0,",,H",60,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-22,12.75,",,W",0.01,",,W,2400",0,",,H",59,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-23,11.63,",,W",0,",,W,2400",0,",,H",60,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-24,10.96,",,W",0,",,W,2400",0,",,H",58,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-25,10.51,",,W",0,"T,,W,2400",0,",,H",60,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-26,8.5,",,W",0,",,W,2400",0,",,H",59,"H,,S",,,,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-27,11.18,",,W",0,",,W,2400",0,",,H",60,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-28,7.83,",,W",0,",,W,2400",0,",,H",65,"H,,S",,,,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-29,5.82,",,W",0,",,W,2400",0,",,H",64,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-30,9.84,",,W",0,",,W,2400",0,",,H",63,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-03-31,10.51,",,W",0,",,W,2400",0,",,H",63,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-01,6.04,",,W",0,",,W,2400",0,",,H",60,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-02,6.26,",,W",0,",,W,2400",0,",,H",61,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-03,6.26,",,W",0,",,W,2400",0,",,H",58,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-04,7.61,",,W",0,",,W,2400",0,",,H",60,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-05,6.93,",,W",0,",,W,2400",0,",,H",62,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-06,7.83,",,W",0,",,W,2400",0,",,H",61,"H,,S",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-07,7.16,",,W",0.05,",,W,2400",0,",,H",60,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-08,13.2,",,W",0.33,",,W,2400",0,",,H",60,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-09,7.61,",,W",0,",,W,2400",0,",,H",59,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-10,7.16,",,W",0,",,W,2400",0,",,H",61,"H,,S",,,,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-11,9.17,",,W",0,",,W,2400",0,",,H",61,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-12,10.74,",,W",0,",,W,2400",0,",,H",60,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-13,10.74,",,W",0,",,W,2400",0,",,H",61,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-14,8.95,",,W",0,",,W,2400",0,",,H",59,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-15,6.93,",,W",0,",,W,2400",0,",,H",60,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-16,8.5,",,W",0,",,W,2400",0,",,H",62,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-17,7.16,",,W",0,",,W,2400",0,",,H",61,"H,,S",1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-18,7.16,",,W",0,"T,,W,2400",0,",,H",61,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-19,9.17,",,W",0,"T,,W,2400",0,",,H",62,"H,,S",1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-20,9.62,",,W",0,",,W,2400",0,",,H",63,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-21,8.28,",,W",0,",,W,2400",0,",,H",67,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-22,8.5,",,W",0,",,W,2400",0,",,H",69,"H,,S",1,",,W",,,,,,,,,,,,,1,",,W",,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-23,9.17,",,W",0,",,W,2400",0,",,H",65,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-24,8.28,",,W",0,",,W,2400",0,",,H",63,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-25,13.65,",,W",0,",,W,2400",0,",,H",64,"H,,S",,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",LAX,33.938,-118.3888,29.6,2017-04-26,10.07,",,W",0,",,W,2400",0,",,H",65,"H,,S",,,,,,,,,,,,,,,1,",,W",,,,
